янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.65904446751202;55.765774843419706
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.6553165312032;55.762749060949176
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.65161970230045;55.760812541651376
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.65314942460461;55.75858901200627
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.656846253507354;55.75650882110901
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.66527688315;55.75464614174169
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.66944294602135;55.75446909398167
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.67183219118428;55.755327790206024
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.677656084378924;55.759548133719306
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.68224525260058;55.76119782107324
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.68517722035;55.763564641547504
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.6901488182298;55.76806967376595
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.68963891359385;55.77323255145424
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.68963891359385;55.77724764946868
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.679950672334655;55.778968279141054
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.67140972280288;55.778036280832055
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.66771289390138;55.77466656251403
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.662358865836865;55.77251552613899
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.65993680552171;55.77014924901363
янв.22;Казакова;Жилые территории;Центральный административный округ;Басманный район;Оксид углерода;0.27;0;37.65904446751202;55.765774843419706
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.612286414260836;55.7650272945711
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.614632633895326;55.75977649163627
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.61778673928984;55.76479047356759
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.61638963146936;55.7702047741808
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.616890614207335;55.77485039282146
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.613284273833955;55.7774765333815
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.61437091419913;55.78018289774349
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.61235286865022;55.782714486690764
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.60893771458606;55.7826271930264
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.60350451503223;55.78123047150768
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.60226264093026;55.77704000558663
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.60685321477655;55.77166403461183
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.61042360298512;55.767734522239664
янв.22;Чаянова;Жилые территории;Центральный административный округ;Тверской район;Оксид углерода;0.32;0.11;37.612286414260836;55.7650272945711
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.55040408997053;55.73510984486299
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.54766462632111;55.73070281875653
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.545120838646;55.72596471076892
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.54453380817361;55.72100560872889
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.54496167047316;55.71547708691821
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.54554869884171;55.70739159607459
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.55826763721612;55.71610019012189
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.563355213319284;55.72513743782844
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.5734219542164;55.731691092182984
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.57733547371785;55.73929270866384
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.57523376880232;55.747553656250204
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.56701537785625;55.754711729610676
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.55449211521304;55.75394092371303
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.547839132063416;55.74105519136671
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.54431696451374;55.73764030973959
янв.22;Хамовники;Вблизи автомагистралей;Центральный административный округ;район Хамовники;Оксид углерода;0.45;0.15;37.55040408997053;55.73510984486299
мар.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Оксид углерода;0.3322;0.11;37.59816475026395;55.72029851821634
мар.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Оксид углерода;0.3322;0.11;37.59821027208477;55.71824420412452
мар.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Оксид углерода;0.3322;0.11;37.602432283625916;55.71759417966001
мар.22;Шаболовка;Жилые территории;Южный административный округ;Донской район;Оксид углерода;0.3322;0.11;37.606340161345656;55.71701635627022
